/*
usmacro w exchange rate

*/
<1960 Q1>
DEXUSUK  FEDFUNDS  GDPCTPI  GDPCTPI_log_d1  inf  UNRATE  
2.2813  12.69  41.771  0.023422203029483946  9.368881211793578  7.3  
2.3815  9.84  42.703  0.022066856528113465  8.826742611245386  7.7  
2.3848  15.85  43.835  0.02616340966267927  10.465363865071708  7.4  
2.3091  16.57  44.997  0.02616323584078284  10.465294336313136  7.4  
2.0789  17.78  45.842  0.018604880590842754  7.441952236337102  7.4  
1.8374  17.58  46.733  0.019249851767149995  7.699940706859998  7.4  
1.8815  13.59  47.505  0.016384415419388176  6.5537661677552705  8.2  
1.8441  14.23  48.186  0.01423355377566704  5.693421510266816  8.8  
1.7786  14.51  48.826  0.013194435429427553  5.277774171771021  9.4  
1.7241  11.01  49.504  0.013790516526848151  5.51620661073926  9.9  
1.6468  9.29  50.005  0.010069526037823628  4.027810415129451  10.7  
1.5315  8.65  50.404  0.007947536578967629  3.1790146315870516  10.4  
1.552  8.8  50.778  0.0073926529085768244  2.9570611634307298  10.1  
1.509  9.46  51.318  0.01057837791067584  4.231351164270336  9.4  
1.4684  9.43  51.702  0.007454897658984994  2.9819590635939974  8.5  
1.4351  9.69  52.212  0.009815888040858756  3.9263552163435023  7.9  
1.3957  10.56  52.681  0.008942505704437664  3.5770022817750657  7.4  
1.2983  11.39  53.157  0.008994939613061081  3.5979758452244326  7.4  
1.2147  9.27  53.528  0.006955082636473708  2.7820330545894834  7.3  
1.1163  8.48  54.076  0.010185583021643296  4.0742332086573185  7.2  
1.2548  7.92  54.396  0.0059001572445533945  2.360062897821358  7.3  
1.3767  7.9  54.757  0.006614592658565233  2.645837063426093  7.2  
1.4349  8.1  55.042  0.005191315768932725  2.07652630757309  7.0  
1.4408  7.83  55.313  0.004911432101104118  1.9645728404416474  7.0  
1.5092  6.92  55.507  0.0035011766499692953  1.4004706599877181  7.2  
1.488  6.21  55.771  0.004744882102585279  1.8979528410341118  7.0  
1.4302  6.27  56.102  0.005917441489199149  2.3669765956796596  6.8  
1.5438  6.22  56.427  0.005776304839709034  2.3105219358836138  6.6  
1.6415  6.65  56.81  0.006764599212258027  2.7058396849032107  6.3  
1.6174  6.84  57.248  0.00768034075727364  3.072136302909456  6.0  
1.7559  6.92  57.678  0.007483110985424979  2.9932443941699916  5.8  
1.7991  6.66  58.124  0.007702841146715933  3.081136458686373  5.7  
1.8405  7.16  58.704  0.009929208154476399  3.9716832617905595  5.5  
1.6951  7.98  59.423  0.012173489198217702  4.869395679287081  5.5  
1.7916  8.47  59.97  0.009163080369274823  3.6652321477099292  5.3  
1.7451  9.44  60.547  0.009575485761354585  3.830194304541834  5.2  
1.6259  9.73  61.202  0.010759945781098068  4.303978312439227  5.2  
1.5975  9.08  61.656  0.007390679752820262  2.9562719011281047  5.2  
1.5853  8.61  62.077  0.006805001489325946  2.7220005957303783  5.4  
1.6555  8.25  62.753  0.010830835669013439  4.3323342676053755  5.3  
1.675  8.24  63.455  0.011124607628096861  4.449843051238744  5.3  
1.8642  8.16  64.004  0.008614588144500779  3.4458352578003115  5.7  
1.9439  7.74  64.493  0.007611109373820035  3.044443749528014  6.1  
1.9048  6.43  65.12  0.00967503091383648  3.870012365534592  6.6  
1.7095  5.86  65.589  0.007176277268574616  2.8705109074298463  6.8  
1.6861  5.64  66.092  0.007639711825884632  3.0558847303538528  6.9  
1.7757  4.82  66.476  0.005793269476532359  2.3173077906129436  7.1  
1.7692  4.02  66.743  0.004008442602095208  1.6033770408380832  7.4  
1.807  3.77  67.141  0.005945462824417547  2.3781851297670187  7.6  
1.903  3.26  67.462  0.004769590700584914  1.9078362802339655  7.6  
1.5781  3.04  67.937  0.007016328756359158  2.8065315025436632  7.4  
1.4769  3.04  68.341  0.005929074150113678  2.371629660045471  7.1  
1.5331  3.0  68.744  0.005879580712074173  2.351832284829669  7.1  
1.5037  3.06  69.089  0.005006068510378547  2.002427404151419  6.8  
1.4914  2.99  69.495  0.005859279015421492  2.343711606168597  6.6  
1.4881  3.21  69.851  0.005109594456039979  2.0438377824159915  6.6  
1.5046  3.94  70.184  0.004755962833320915  1.902385133328366  6.2  
1.5515  4.49  70.558  0.005314701799534305  2.125880719813722  6.0  
1.5843  5.17  70.952  0.0055685254485347  2.22741017941388  5.6  
1.5833  5.81  71.356  0.005677840814869661  2.2711363259478645  5.5  
1.5962  6.02  71.706  0.004892993223777786  1.9571972895111145  5.7  
1.5733  5.8  72.027  0.004466622608329196  1.7866490433316784  5.7  
1.5606  5.72  72.367  0.004709345656670472  1.8837382626681887  5.6  
1.5305  5.36  72.7  0.004590990161674746  1.8363960646698985  5.5  
1.5237  5.24  72.997  0.004076959874047326  1.6307839496189303  5.5  
1.5539  5.31  73.352  0.004851426334078646  1.9405705336314583  5.3  
1.6359  5.28  73.662  0.004217291679158741  1.6869166716634965  5.3  
1.6314  5.28  73.992  0.004469916825200926  1.7879667300803703  5.2  
1.6354  5.52  74.361  0.0049746316012306835  1.9898526404922734  5.0  
1.6254  5.53  74.581  0.0029541722280814753  1.1816688912325901  4.9  
1.6587  5.51  74.848  0.003573607320497274  1.4294429281989096  4.7  
1.6465  5.52  74.924  0.001014876031877776  0.40595041275111043  4.6  
1.6541  5.5  75.119  0.00259925634367697  1.039702537470788  4.4  
1.6531  5.53  75.41  0.0038663694372322865  1.5465477748929146  4.5  
1.6758  4.86  75.613  0.0026883338598633344  1.0753335439453338  4.4  
1.6321  4.73  75.859  0.0032481279217524417  1.2992511687009767  4.3  
1.6061  4.75  76.19  0.004353866488747471  1.7415465954989884  4.3  
1.6019  5.09  76.472  0.003694440276542643  1.4777761106170573  4.2  
1.6295  5.31  76.863  0.0050999556197526275  2.039982247901051  4.1  
1.6055  5.68  77.389  0.006820035251576151  2.7280141006304603  4.0  
1.532  6.27  77.841  0.005823633027803865  2.329453211121546  3.9  
1.4773  6.52  78.315  0.006070870870031442  2.4283483480125767  4.0  
1.4462  6.47  78.729  0.005272419946572349  2.1089679786289395  3.9  
1.4581  5.59  79.232  0.0063686821448785125  2.547472857951405  4.2  
1.4212  4.33  79.76  0.006641868031506348  2.6567472126025393  4.4  
1.4373  3.5  80.01  0.003129501208450236  1.2518004833800944  4.8  
1.4426  2.13  80.284  0.003418721435213712  1.3674885740854847  5.5  
1.4261  1.73  80.503  0.002724102513615989  1.0896410054463956  5.7  
1.4615  1.75  80.832  0.00407847591716326  1.631390366865304  5.8  
1.5497  1.74  81.177  0.004259029084872523  1.7036116339490093  5.7  
1.5714  1.44  81.643  0.005724128146399998  2.2896512585599993  5.9  
1.6025  1.25  82.047  0.004936169837058024  1.9744679348232097  5.9  
1.6183  1.25  82.287  0.00292088272215274  1.168353088861096  6.1  
1.6107  1.02  82.738  0.005465852117215952  2.186340846886381  6.1  
1.7079  1.0  83.196  0.005520281112628922  2.208112445051569  5.8  
1.8385  1.0  83.824  0.007520092917509658  3.008037167003863  5.7  
1.8063  1.01  84.515  0.008209670736277097  3.283868294510839  5.6  
1.8193  1.43  85.06  0.006427856423346867  2.571142569338747  5.4  
1.8687  1.95  85.714  0.0076592829964567954  3.063713198582718  5.4  
1.8911  2.47  86.368  0.007601064013649683  3.0404256054598733  5.3  
1.856  2.94  86.977  0.00702647905156617  2.810591620626468  5.1  
1.7847  3.46  87.794  0.009349445288981961  3.7397781155927845  5.0  
1.7486  3.98  88.489  0.007885089327317907  3.1540357309271627  5.0  
1.7532  4.46  89.101  0.006892307254878993  2.7569229019515973  4.7  
1.8286  4.91  89.845  0.008315405620077598  3.3261622480310393  4.6  
1.8751  5.25  90.505  0.007319134420099793  2.9276537680399173  4.6  
1.9166  5.25  90.845  0.003749659755887258  1.4998639023549032  4.4  
1.9548  5.26  91.777  0.010206964018173892  4.082785607269557  4.5  
1.9862  5.25  92.339  0.006104865904632106  2.4419463618528425  4.5  
2.0213  5.07  92.725  0.0041715358984451  1.66861435937804  4.7  
2.0442  4.5  93.15  0.004572973671942648  1.8291894687770593  4.8  
1.979  3.18  93.569  0.004488034997051749  1.7952139988206994  5.0  
1.9712  2.09  93.935  0.0039039216746132865  1.5615686698453146  5.3  
1.8924  1.94  94.654  0.007625084004536653  3.050033601814661  6.0  
1.5704  0.51  94.896  0.0025534173725718645  1.0213669490287458  6.9  
1.4344  0.18  94.959  6.636643998030323E-4  0.2654657599212129  8.3  
1.5502  0.18  94.856  -0.0010852673404047053  -0.4341069361618821  9.3  
1.641  0.16  94.912  5.90194359697982E-4  0.23607774387919278  9.6  
1.6335  0.12  95.269  0.0037543226644540795  1.5017290657816318  9.9  
1.5575  0.13  95.491  0.0023275330281196105  0.9310132112478442  9.8  
1.4931  0.19  95.912  0.004399102197311322  1.7596408789245288  9.6  
1.5521  0.19  96.251  0.0035282583189593097  1.411303327583724  9.5  
1.5804  0.19  96.781  0.005491331300849112  2.1965325203396446  9.5  
1.6027  0.16  97.276  0.005101604926258219  2.0406419705032874  9.0  
1.6309  0.09  97.975  0.0071600451342757054  2.864018053710282  9.1  
1.6102  0.08  98.519  0.005537078891824088  2.214831556729635  9.0  
1.5718  0.07  98.676  0.0015923327992402037  0.6369331196960815  8.6  
1.5721  0.1  99.284  0.006142674396607539  2.4570697586430157  8.3  
1.5828  0.15  99.689  0.004070909714535276  1.6283638858141103  8.2  
1.5801  0.14  100.3  0.006110355079988139  2.4441420319952556  8.0  
1.6065  0.16  100.73  0.004277974986699462  1.7111899946797848  7.8  
1.5508  0.14  101.12  0.0038642604439580452  1.545704177583218  7.7  
1.5363  0.12  101.43  0.0030609749893573124  1.224389995742925  7.5  
1.5512  0.08  101.98  0.005407810239105082  2.163124095642033  7.2  
1.6195  0.09  102.55  0.005573768891379949  2.2295075565519795  6.9  
1.6551  0.07  102.93  0.003698661020078653  1.4794644080314612  6.7  
1.6832  0.09  103.56  0.006102009344868264  2.4408037379473058  6.2  
1.6691  0.09  104.08  0.005008679320913423  2.003471728365369  6.1  
1.5837  0.1  104.18  9.603381127956112E-4  0.3841352451182445  5.7  
1.5134  0.11  104.13  -4.8005377524162895E-4  -0.19202151009665158  5.6  
1.5329  0.12  104.75  0.005936440260443376  2.3745761041773505  5.4  
1.5493  0.14  105.06  0.0029550567235681058  1.1820226894272423  5.1  
1.5169  0.16  105.1  3.8066235708988927E-4  0.1522649428359557  5.0  
1.4306  0.36  105.04  -5.710478883651504E-4  -0.22841915534606017  4.9  
1.4344  0.37  105.74  0.006642020812763327  2.656808325105331  4.9  
1.3124  0.4  106.11  0.003493041078194814  1.3972164312779256  4.9  
1.2416  0.45  106.7  0.005544866422209083  2.217946568883633  4.7  
1.2399  0.7  107.23  0.004954901924346444  1.9819607697385777  4.7  
1.2798  0.95  107.55  0.0029797954816848105  1.1919181926739242  4.3  
1.3089  1.15  108.13  0.005378351243706447  2.151340497482579  4.3  
1.3273  1.2  108.81  0.006269035005475487  2.507614002190195  4.1  
1.392  1.45  109.35  0.004950505159856178  1.9802020639424711  4.1  
1.3612  1.74  110.17  0.00747088022919673  2.988352091678692  3.9  
1.303  1.92  110.63  0.004166672694846163  1.6666690779384652  3.8  
